employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP100318,58.0,90.0,ID,Influencer-Dominant,ENFP,,,1.0
EMP100319,60.0,44.0,SD,Steadiness-Dominant,,139.0,32.0,7.0
EMP100320,46.0,82.0,DS,Dominant-Steadiness,ISFP,99.0,22.0,6.0
EMP100321,80.0,47.0,SI,Steadiness-Influencer,INFJ,136.0,31.0,10.0
EMP100322,83.0,90.0,DS,Dominant-Steadiness,ISTP,85.0,25.0,10.0
EMP100323,65.0,90.0,CD,Conscientious-Dominant,ENFP,92.0,32.0,2.0
EMP100324,47.0,47.0,CI,Conscientious-Influencer,ISTP,108.0,28.0,5.0
EMP100325,58.0,66.0,DC,Dominant-Conscientious,INTP,,35.0,5.0
EMP100326,38.0,47.0,ID,Influencer-Dominant,ISTP,92.0,36.0,2.0
EMP100327,48.0,22.0,SC,Steadiness-Conscientious,ENFJ,122.0,33.0,3.0
EMP100328,80.0,30.0,IS,Influencer-Steadiness,ENTP,130.0,38.0,2.0
EMP100329,93.0,48.0,DI,Dominant-Influencer,ISTP,92.0,19.0,3.0
EMP100330,93.0,76.0,IC,Influencer-Conscientious,ESTP,,36.0,1.0
EMP100331,74.0,31.0,ID,Influencer-Dominant,,127.0,28.0,10.0
EMP100332,57.0,26.0,CD,Conscientious-Dominant,ISFP,95.0,25.0,8.0
EMP100333,64.0,56.0,CS,Conscientious-Steadiness,ENFP,92.0,24.0,4.0
EMP100334,24.0,88.0,DC,Dominant-Conscientious,ENFJ,,,5.0
EMP100335,85.0,31.0,,Influencer-Steadiness,INFP,119.0,37.0,5.0
EMP100336,46.0,96.0,SI,Steadiness-Influencer,ISTJ,117.0,30.0,5.0
EMP100337,53.0,78.0,,Steadiness-Conscientious,ENTJ,85.0,22.0,4.0
EMP100338,99.0,96.0,SC,Steadiness-Conscientious,ESFJ,,,6.0
EMP100339,67.0,82.0,IC,Influencer-Conscientious,INFP,81.0,27.0,4.0
EMP100340,94.0,25.0,SD,Steadiness-Dominant,INTP,,,5.0
EMP100341,63.0,42.0,IC,Influencer-Conscientious,ESFJ,136.0,22.0,7.0
EMP100342,72.0,82.0,SI,Steadiness-Influencer,INFP,88.0,33.0,8.0
EMP100343,22.0,68.0,DC,Dominant-Conscientious,INTJ,,28.0,8.0
EMP100344,69.0,75.0,IS,Influencer-Steadiness,INTP,,,7.0
EMP100345,23.0,47.0,ID,Influencer-Dominant,ESFP,139.0,26.0,1.0
EMP100346,93.0,89.0,IC,Influencer-Conscientious,INTJ,94.0,23.0,3.0
EMP100347,54.0,98.0,CD,Conscientious-Dominant,ENTJ,,,5.0
EMP100348,24.0,49.0,SI,Steadiness-Influencer,INFJ,95.0,26.0,2.0
EMP100349,42.0,31.0,IC,Influencer-Conscientious,ESTP,,,5.0
EMP100350,42.0,69.0,DC,Dominant-Conscientious,,,,9.0
EMP100351,48.0,91.0,CS,Conscientious-Steadiness,INTJ,139.0,31.0,6.0
EMP100352,93.0,95.0,SD,Steadiness-Dominant,ISTJ,85.0,29.0,6.0
EMP100353,29.0,93.0,DI,Dominant-Influencer,ENFJ,89.0,41.0,7.0
EMP100354,49.0,82.0,CD,Conscientious-Dominant,INFP,,,1.0
EMP100355,68.0,22.0,CD,Conscientious-Dominant,,103.0,26.0,3.0
EMP100356,38.0,84.0,DS,Dominant-Steadiness,ENTJ,,,2.0
EMP100357,61.0,99.0,ID,Influencer-Dominant,ENTJ,119.0,30.0,1.0
EMP100358,29.0,98.0,,Steadiness-Conscientious,ENFJ,127.0,25.0,10.0
EMP100359,47.0,25.0,SC,Steadiness-Conscientious,,91.0,22.0,4.0
EMP100360,91.0,92.0,DC,Dominant-Conscientious,ENTJ,110.0,26.0,2.0
EMP100361,32.0,47.0,IS,Influencer-Steadiness,ESFJ,83.0,34.0,4.0
EMP100362,100.0,64.0,,Steadiness-Influencer,,,29.0,4.0
EMP100363,52.0,85.0,IC,Influencer-Conscientious,INTP,128.0,27.0,5.0
EMP100364,59.0,86.0,IS,Influencer-Steadiness,ESTP,97.0,31.0,4.0
EMP100365,33.0,27.0,CI,Conscientious-Influencer,INFP,111.0,27.0,9.0
EMP100366,23.0,34.0,DI,Dominant-Influencer,ESTP,93.0,22.0,8.0
EMP100367,80.0,42.0,SD,Steadiness-Dominant,ISFJ,119.0,27.0,3.0
EMP100368,73.0,98.0,SD,Steadiness-Dominant,ESTP,119.0,21.0,9.0
EMP100369,37.0,75.0,SC,Steadiness-Conscientious,INTJ,106.0,26.0,2.0
EMP100370,38.0,23.0,DS,Dominant-Steadiness,ISTP,83.0,25.0,5.0
EMP100371,24.0,73.0,CS,Conscientious-Steadiness,ESFJ,137.0,15.0,8.0
EMP100372,46.0,53.0,IS,Influencer-Steadiness,,128.0,28.0,5.0
EMP100373,64.0,31.0,DI,Dominant-Influencer,ENTJ,136.0,32.0,10.0
EMP100374,34.0,86.0,DI,Dominant-Influencer,ENFJ,,32.0,7.0
EMP100375,27.0,90.0,DS,Dominant-Steadiness,INTP,100.0,17.0,10.0
EMP100376,79.0,85.0,IC,Influencer-Conscientious,ENFJ,,,9.0
EMP100377,29.0,97.0,CI,Conscientious-Influencer,INFP,94.0,31.0,6.0
EMP100378,80.0,47.0,DC,Dominant-Conscientious,ISTP,119.0,40.0,9.0
EMP100379,55.0,56.0,SD,Steadiness-Dominant,ENTJ,,,9.0
EMP100380,99.0,47.0,,Conscientious-Dominant,INFP,,,5.0
EMP100381,70.0,71.0,DC,Dominant-Conscientious,ISTP,107.0,19.0,1.0
EMP100382,50.0,96.0,DS,Dominant-Steadiness,ESTP,,,1.0
EMP100383,39.0,100.0,SC,Steadiness-Conscientious,ESTJ,98.0,19.0,2.0
EMP100384,26.0,44.0,,Dominant-Conscientious,enfp,122.0,24.0,1.0
EMP100385,86.0,22.0,CI,Conscientious-Influencer,ISFP,113.0,18.0,2.0
EMP100386,64.0,88.0,SC,Steadiness-Conscientious,ISFJ,140.0,34.0,6.0
EMP100387,59.0,29.0,,Steadiness-Conscientious,ENFJ,,27.0,5.0
EMP100388,22.0,51.0,SD,Steadiness-Dominant,ISFP,140.0,27.0,2.0
EMP100389,83.0,30.0,SI,Steadiness-Influencer,INTP,,43.0,2.0
EMP100390,38.0,37.0,DC,Dominant-Conscientious,ENFJ,125.0,31.0,4.0
EMP100391,80.0,85.0,IS,Influencer-Steadiness,INFJ,131.0,38.0,9.0
EMP100392,94.0,57.0,SI,Steadiness-Influencer,,110.0,18.0,7.0
EMP100393,26.0,92.0,ID,Influencer-Dominant,ESFJ,120.0,28.0,10.0
EMP100394,61.0,85.0,CD,Conscientious-Dominant,ISTP,131.0,27.0,4.0
EMP100395,60.0,72.0,SC,Steadiness-Conscientious,ESFJ,139.0,35.0,1.0
EMP100396,88.0,23.0,DC,Dominant-Conscientious,ESTJ,138.0,32.0,1.0
EMP100397,67.0,44.0,DI,Dominant-Influencer,ISTP,,16.0,7.0
EMP100398,51.0,50.0,ID,Influencer-Dominant,ESFP,138.0,20.0,1.0
EMP100399,89.0,43.0,,Dominant-Conscientious,ISTJ,128.0,24.0,3.0
EMP100400,96.0,80.0,ID,Influencer-Dominant,ENFP,96.0,23.0,9.0
EMP100401,78.0,22.0,DC,Dominant-Conscientious,ISFP,,,4.0
EMP100402,90.0,94.0,ID,Influencer-Dominant,INFP,83.0,33.0,5.0
EMP100403,44.0,85.0,IC,Influencer-Conscientious,ENFJ,104.0,32.0,2.0
EMP100404,93.0,54.0,ID,Influencer-Dominant,ESFJ,94.0,21.0,2.0
EMP100405,49.0,63.0,,Conscientious-Influencer,ISTP,127.0,34.0,4.0
EMP100406,71.0,97.0,DC,Dominant-Conscientious,INTP,85.0,25.0,6.0
EMP100407,68.0,83.0,DC,Dominant-Conscientious,ESTJ,116.0,19.0,7.0
EMP100408,30.0,45.0,CD,Conscientious-Dominant,ESFP,80.0,26.0,4.0
EMP100409,62.0,64.0,SD,Steadiness-Dominant,ISFJ,125.0,24.0,10.0
EMP100410,28.0,40.0,DS,Dominant-Steadiness,ISTJ,,28.0,10.0
EMP100411,57.0,87.0,SC,Steadiness-Conscientious,INTP,115.0,30.0,6.0
EMP100412,58.0,50.0,DS,Dominant-Steadiness,ENFJ,130.0,36.0,8.0
EMP100413,23.0,87.0,,Conscientious-Influencer,ISTP,86.0,31.0,6.0
EMP100414,58.0,99.0,DC,Dominant-Conscientious,ESFP,104.0,26.0,10.0
EMP100415,86.0,96.0,DS,Dominant-Steadiness,ENTJ,86.0,19.0,8.0
EMP100416,45.0,94.0,CS,Conscientious-Steadiness,ESFJ,139.0,24.0,2.0
EMP100417,73.0,24.0,DI,Dominant-Influencer,INTJ,,,1.0
EMP100418,79.0,97.0,IS,Influencer-Steadiness,ISFP,,,9.0
EMP100419,73.0,87.0,DC,Dominant-Conscientious,ISFJ,,,7.0
EMP100420,82.0,98.0,SD,Steadiness-Dominant,,80.0,29.0,7.0
EMP100421,88.0,60.0,CI,Conscientious-Influencer,INTJ,85.0,22.0,1.0
EMP100422,22.0,83.0,IC,Influencer-Conscientious,,103.0,28.0,8.0
EMP100423,20.0,42.0,,Influencer-Steadiness,ENFJ,,,8.0
EMP100424,91.0,81.0,DI,Dominant-Influencer,ISFJ,94.0,29.0,8.0
EMP100425,40.0,46.0,DC,Dominant-Conscientious,ISFJ,83.0,28.0,8.0
EMP100426,64.0,64.0,DI,Dominant-Influencer,ENTJ,,,2.0
EMP100427,69.0,21.0,ID,Influencer-Dominant,ENFJ,,32.0,7.0
EMP100428,20.0,74.0,DC,Dominant-Conscientious,ESFP,,,9.0
EMP100429,59.0,95.0,SD,Steadiness-Dominant,INTP,132.0,28.0,8.0
EMP100430,93.0,30.0,CI,Conscientious-Influencer,,97.0,25.0,5.0
EMP100431,68.0,63.0,DI,Dominant-Influencer,,140.0,24.0,4.0
EMP100432,73.0,20.0,DI,Dominant-Influencer,ESTP,,,10.0
EMP100433,63.0,41.0,DC,Dominant-Conscientious,,91.0,28.0,10.0
EMP100434,46.0,70.0,CD,Conscientious-Dominant,INFP,137.0,33.0,7.0
EMP100435,64.0,20.0,SD,Steadiness-Dominant,INFJ,121.0,21.0,5.0
EMP100436,75.0,67.0,ID,Influencer-Dominant,,97.0,21.0,3.0
EMP100437,76.0,91.0,,Dominant-Steadiness,ISTP,,,10.0
EMP100438,60.0,65.0,ID,Influencer-Dominant,ESFJ,90.0,38.0,7.0
EMP100439,29.0,88.0,IC,Influencer-Conscientious,ESFJ,83.0,30.0,3.0
EMP100440,53.0,75.0,SD,Steadiness-Dominant,ESFJ,119.0,40.0,3.0
EMP100441,91.0,84.0,SC,Steadiness-Conscientious,INTP,118.0,34.0,6.0
EMP100442,91.0,29.0,IC,Influencer-Conscientious,ENTJ,138.0,35.0,7.0
EMP100443,45.0,79.0,CI,Conscientious-Influencer,ESFJ,117.0,26.0,9.0
EMP100444,50.0,50.0,DC,Dominant-Conscientious,INFJ,114.0,19.0,2.0
EMP100445,97.0,55.0,IS,Influencer-Steadiness,ENTJ,97.0,18.0,3.0
EMP100446,93.0,77.0,IC,Influencer-Conscientious,ENTJ,112.0,32.0,6.0
EMP100447,48.0,97.0,ID,Influencer-Dominant,INFP,81.0,33.0,5.0
EMP100448,42.0,23.0,ID,Influencer-Dominant,ISTP,,,10.0
EMP100449,58.0,75.0,,Conscientious-Influencer,ESFP,109.0,32.0,10.0
EMP100450,46.0,99.0,DI,Dominant-Influencer,INTJ,134.0,28.0,10.0
EMP100451,95.0,87.0,CD,Conscientious-Dominant,ESFP,85.0,24.0,3.0
EMP100452,57.0,27.0,DC,Dominant-Conscientious,INFJ,118.0,26.0,8.0
EMP100453,92.0,83.0,CI,Conscientious-Influencer,INTJ,112.0,18.0,4.0
EMP100454,49.0,39.0,DI,Dominant-Influencer,ISTP,132.0,20.0,1.0
EMP100455,96.0,51.0,CS,Conscientious-Steadiness,inftj,,,10.0
EMP100456,65.0,88.0,IS,Influencer-Steadiness,ESTJ,,,9.0
EMP100457,41.0,95.0,SD,Steadiness-Dominant,ISTJ,117.0,26.0,2.0
EMP100458,27.0,89.0,IC,Influencer-Conscientious,ESFP,114.0,23.0,7.0
EMP100459,29.0,28.0,,Influencer-Conscientious,ESFJ,85.0,22.0,8.0
EMP100460,49.0,23.0,SI,Steadiness-Influencer,ISTJ,89.0,29.0,4.0
EMP100461,74.0,88.0,CS,Conscientious-Steadiness,,87.0,35.0,4.0
EMP100462,81.0,54.0,CD,Conscientious-Dominant,ENTP,85.0,23.0,4.0
EMP100463,62.0,95.0,DI,Dominant-Influencer,ISFJ,123.0,35.0,7.0
EMP100464,57.0,22.0,SD,Steadiness-Dominant,ESTJ,132.0,38.0,4.0
EMP100465,56.0,70.0,CS,Conscientious-Steadiness,ISTJ,119.0,28.0,4.0
EMP100466,91.0,93.0,DS,Dominant-Steadiness,ISTP,95.0,35.0,5.0
EMP100467,81.0,63.0,DS,Dominant-Steadiness,ISFJ,115.0,23.0,8.0
EMP100468,75.0,98.0,,Steadiness-Influencer,ISTP,,12.0,10.0
EMP100469,34.0,89.0,DS,Dominant-Steadiness,INTJ,82.0,36.0,9.0
EMP100470,72.0,57.0,SI,Steadiness-Influencer,ESTJ,,,10.0
EMP100471,58.0,84.0,DC,Dominant-Conscientious,INTJ,123.0,36.0,4.0
EMP100472,77.0,61.0,,Dominant-Steadiness,ISTP,,,8.0
EMP100473,71.0,92.0,DS,Dominant-Steadiness,ESFJ,132.0,22.0,1.0
EMP100474,53.0,100.0,CD,Conscientious-Dominant,ESFP,103.0,27.0,7.0
EMP100475,76.0,69.0,SD,Steadiness-Dominant,INTP,94.0,26.0,6.0
EMP100476,92.0,26.0,DS,Dominant-Steadiness,ENTJ,105.0,28.0,4.0
EMP100477,98.0,88.0,SD,Steadiness-Dominant,ENFJ,,20.0,7.0
EMP100478,28.0,100.0,DI,Dominant-Influencer,,89.0,24.0,10.0
EMP100479,27.0,72.0,CI,Conscientious-Influencer,ENTJ,115.0,25.0,7.0
EMP100480,73.0,97.0,DI,Dominant-Influencer,ENFP,,,10.0
EMP100481,21.0,21.0,DC,Dominant-Conscientious,ENFP,100.0,29.0,9.0
EMP100482,50.0,75.0,,Dominant-Influencer,ENTP,120.0,14.0,4.0
EMP100483,42.0,37.0,DI,Dominant-Influencer,ESFJ,,,5.0
EMP100484,99.0,46.0,SD,Steadiness-Dominant,ENTP,,,7.0
EMP100485,60.0,72.0,CI,Conscientious-Influencer,ENTJ,111.0,18.0,5.0
EMP100486,88.0,78.0,SC,Steadiness-Conscientious,ESFJ,110.0,28.0,8.0
EMP100487,73.0,47.0,ID,Influencer-Dominant,ENTP,106.0,25.0,2.0
EMP100488,95.0,95.0,DI,Dominant-Influencer,ENTJ,126.0,44.0,10.0
EMP100489,57.0,36.0,DS,Dominant-Steadiness,ISTP,124.0,21.0,2.0
EMP100490,33.0,61.0,CI,Conscientious-Influencer,ESFJ,80.0,31.0,4.0
EMP100491,92.0,76.0,ID,Influencer-Dominant,ENFP,89.0,26.0,8.0
EMP100492,41.0,55.0,DC,Dominant-Conscientious,ISTJ,90.0,31.0,9.0
EMP100493,71.0,81.0,CD,Conscientious-Dominant,ESFJ,112.0,25.0,2.0
EMP100494,41.0,44.0,IS,Influencer-Steadiness,INTJ,95.0,24.0,6.0
EMP100495,29.0,32.0,DI,Dominant-Influencer,ISTP,81.0,27.0,8.0
EMP100496,43.0,81.0,SI,Steadiness-Influencer,ISTP,,,4.0
EMP100497,67.0,23.0,,Steadiness-Conscientious,INTP,87.0,31.0,5.0
EMP100498,65.0,99.0,IS,Influencer-Steadiness,ENTJ,80.0,41.0,9.0
EMP100499,27.0,24.0,CS,Conscientious-Steadiness,ISFJ,,,7.0
EMP100500,71.0,39.0,DC,Dominant-Conscientious,ENFP,117.0,27.0,3.0
EMP100501,34.0,54.0,CD,Conscientious-Dominant,enfp,122.0,25.0,9.0
EMP100502,55.0,68.0,CD,Conscientious-Dominant,ESTJ,81.0,13.0,2.0
EMP100503,32.0,78.0,CS,Conscientious-Steadiness,INTP,86.0,40.0,4.0
EMP100504,23.0,21.0,CD,Conscientious-Dominant,ENTJ,113.0,23.0,6.0
EMP100505,89.0,78.0,CD,Conscientious-Dominant,ENTJ,98.0,32.0,5.0
EMP100506,93.0,89.0,DC,Dominant-Conscientious,INTJ,102.0,20.0,8.0
EMP100507,68.0,65.0,DS,Dominant-Steadiness,INFJ,81.0,32.0,10.0
EMP100508,89.0,20.0,DI,Dominant-Influencer,ENTJ,107.0,26.0,5.0
EMP100509,81.0,55.0,,Steadiness-Conscientious,ISFP,85.0,22.0,1.0
EMP100510,35.0,66.0,CD,Conscientious-Dominant,INTP,82.0,23.0,6.0
EMP100511,59.0,93.0,SD,Steadiness-Dominant,,135.0,31.0,8.0
EMP100512,31.0,72.0,SC,Steadiness-Conscientious,ISFJ,101.0,19.0,6.0
EMP100513,26.0,33.0,DC,Dominant-Conscientious,ENTP,109.0,29.0,9.0
EMP100514,43.0,85.0,ID,Influencer-Dominant,,91.0,28.0,9.0
EMP100515,74.0,81.0,CS,Conscientious-Steadiness,INFJ,82.0,24.0,8.0
EMP100516,83.0,34.0,DI,Dominant-Influencer,ESTP,100.0,14.0,5.0
EMP100517,56.0,48.0,IC,Influencer-Conscientious,ISTP,,,3.0
EMP100518,71.0,78.0,SI,Steadiness-Influencer,ENTJ,92.0,31.0,3.0
EMP100519,34.0,53.0,CI,Conscientious-Influencer,,131.0,27.0,6.0
EMP100520,95.0,44.0,SI,Steadiness-Influencer,ENFJ,86.0,28.0,5.0
EMP100521,60.0,62.0,SI,Steadiness-Influencer,ESFP,100.0,34.0,7.0
EMP100522,70.0,71.0,CI,Conscientious-Influencer,INFJ,,,8.0
EMP100523,86.0,23.0,SC,Steadiness-Conscientious,INTP,134.0,25.0,2.0
EMP100524,73.0,84.0,CI,Conscientious-Influencer,,94.0,25.0,2.0
EMP100525,99.0,79.0,DI,Dominant-Influencer,ESFJ,105.0,28.0,1.0
EMP100526,27.0,31.0,DS,Dominant-Steadiness,INTP,96.0,29.0,8.0
EMP100527,77.0,58.0,SD,Steadiness-Dominant,ISTP,133.0,35.0,4.0
EMP100528,29.0,20.0,SC,Steadiness-Conscientious,INTJ,85.0,37.0,1.0
EMP100529,52.0,33.0,ID,Influencer-Dominant,ENTJ,108.0,24.0,3.0
EMP100530,81.0,64.0,ID,Influencer-Dominant,INTJ,,,4.0
EMP100531,31.0,87.0,SD,Steadiness-Dominant,ISTP,,27.0,5.0
EMP100532,61.0,53.0,CI,Conscientious-Influencer,ISFJ,,25.0,10.0
EMP100533,52.0,31.0,SI,Steadiness-Influencer,INFJ,,,8.0
EMP100534,54.0,79.0,SC,Steadiness-Conscientious,ESFJ,103.0,17.0,4.0
EMP100535,34.0,81.0,CI,Conscientious-Influencer,ISFJ,132.0,27.0,9.0
EMP100536,23.0,60.0,SC,Steadiness-Conscientious,ISFP,121.0,19.0,9.0
EMP100537,36.0,62.0,,Conscientious-Steadiness,ISFP,100.0,25.0,1.0
EMP100538,33.0,77.0,SI,Steadiness-Influencer,,126.0,33.0,2.0
EMP100539,22.0,96.0,CI,Conscientious-Influencer,ESFJ,94.0,40.0,6.0
EMP100540,43.0,44.0,DS,Dominant-Steadiness,ENTP,106.0,26.0,1.0
EMP100541,87.0,67.0,DI,Dominant-Influencer,ENFJ,115.0,22.0,6.0
EMP100542,97.0,76.0,DS,Dominant-Steadiness,ENTP,131.0,26.0,7.0
EMP100543,39.0,74.0,IS,Influencer-Steadiness,,85.0,41.0,5.0
EMP100544,87.0,25.0,DI,Dominant-Influencer,INTP,,,8.0
EMP100545,71.0,77.0,IC,Influencer-Conscientious,ESTJ,,,10.0
EMP100546,31.0,62.0,ID,Influencer-Dominant,ESTP,136.0,23.0,6.0
EMP100547,84.0,57.0,CI,Conscientious-Influencer,ISFJ,134.0,27.0,9.0
EMP100548,74.0,68.0,IS,Influencer-Steadiness,ESTP,,,8.0
EMP100549,78.0,64.0,IC,Influencer-Conscientious,INTP,,,8.0
EMP100550,72.0,69.0,IC,Influencer-Conscientious,ENFJ,109.0,20.0,5.0
EMP100551,38.0,35.0,SD,Steadiness-Dominant,INTJ,109.0,35.0,1.0
EMP100552,88.0,23.0,SI,Steadiness-Influencer,ENTJ,137.0,27.0,1.0
EMP100553,24.0,94.0,CI,Conscientious-Influencer,ENTP,107.0,29.0,3.0
EMP100554,39.0,93.0,SC,Steadiness-Conscientious,ENFJ,,,2.0
EMP100555,89.0,68.0,IS,Influencer-Steadiness,ENFP,99.0,25.0,5.0
EMP100556,81.0,37.0,CD,Conscientious-Dominant,ENTJ,107.0,30.0,2.0
EMP100557,71.0,49.0,CD,Conscientious-Dominant,ESTJ,102.0,28.0,1.0
EMP100558,36.0,20.0,CS,Conscientious-Steadiness,ISTJ,,29.0,10.0
EMP100559,79.0,88.0,CI,Conscientious-Influencer,ISFP,133.0,22.0,10.0
EMP100560,46.0,55.0,IC,Influencer-Conscientious,ENTP,137.0,16.0,7.0
EMP100561,68.0,92.0,SC,Steadiness-Conscientious,ESFP,82.0,29.0,7.0
EMP100562,67.0,42.0,DC,Dominant-Conscientious,ENTP,89.0,26.0,1.0
EMP100563,42.0,70.0,DC,Dominant-Conscientious,,105.0,33.0,1.0
EMP100564,41.0,78.0,,Influencer-Dominant,INFP,104.0,16.0,6.0
EMP100565,41.0,85.0,SI,Steadiness-Influencer,INTP,119.0,29.0,10.0
EMP100566,63.0,53.0,SC,Steadiness-Conscientious,ENFJ,,,4.0
EMP100567,81.0,55.0,CD,Conscientious-Dominant,ESFP,87.0,22.0,6.0
EMP100568,71.0,89.0,,Steadiness-Influencer,ENTJ,96.0,24.0,1.0
EMP100569,54.0,57.0,IS,Influencer-Steadiness,ISFJ,85.0,34.0,10.0
EMP100570,51.0,70.0,IS,Influencer-Steadiness,ENFJ,,,9.0
EMP100571,98.0,40.0,DS,Dominant-Steadiness,ESFP,139.0,39.0,10.0
EMP100572,60.0,65.0,CS,Conscientious-Steadiness,INFP,135.0,18.0,3.0
EMP100573,45.0,84.0,SD,Steadiness-Dominant,ESTP,135.0,22.0,1.0
EMP100574,27.0,59.0,IS,Influencer-Steadiness,INFP,116.0,33.0,4.0
EMP100575,68.0,81.0,,Steadiness-Conscientious,INFP,108.0,31.0,1.0
EMP100576,34.0,40.0,DS,Dominant-Steadiness,ENFP,99.0,37.0,6.0
EMP100577,34.0,25.0,SD,Steadiness-Dominant,ENFP,,30.0,6.0
EMP100578,72.0,63.0,DC,Dominant-Conscientious,ENTJ,136.0,26.0,1.0
EMP100579,43.0,48.0,ID,Influencer-Dominant,INFJ,130.0,29.0,8.0
EMP100580,24.0,64.0,SD,Steadiness-Dominant,INFJ,97.0,37.0,8.0
EMP100581,34.0,22.0,DI,Dominant-Influencer,ENTP,104.0,21.0,1.0
EMP100582,78.0,72.0,DC,Dominant-Conscientious,INFP,104.0,34.0,1.0
EMP100583,87.0,27.0,DC,Dominant-Conscientious,,115.0,19.0,9.0
EMP100584,63.0,34.0,,Dominant-Steadiness,ESFJ,119.0,33.0,1.0
EMP100585,51.0,22.0,ID,Influencer-Dominant,INTJ,113.0,29.0,1.0
EMP100586,43.0,23.0,IS,Influencer-Steadiness,ENFJ,111.0,20.0,7.0
EMP100587,66.0,95.0,ID,Influencer-Dominant,ENFP,113.0,25.0,2.0
EMP100588,33.0,36.0,SC,Steadiness-Conscientious,ENTJ,102.0,33.0,10.0
EMP100589,36.0,21.0,SD,Steadiness-Dominant,ENFP,,,9.0
EMP100590,49.0,39.0,ID,Influencer-Dominant,INTJ,,,5.0
EMP100591,46.0,39.0,SI,Steadiness-Influencer,ENFJ,86.0,28.0,4.0
EMP100592,91.0,38.0,DI,Dominant-Influencer,ENTP,,,9.0
EMP100593,68.0,23.0,ID,Influencer-Dominant,ISFP,139.0,28.0,7.0
EMP100594,23.0,31.0,DI,Dominant-Influencer,ESFP,134.0,41.0,10.0
EMP100595,70.0,70.0,SI,Steadiness-Influencer,ESTJ,,,2.0
EMP100596,21.0,36.0,,Conscientious-Influencer,,,,9.0
EMP100597,86.0,81.0,IS,Influencer-Steadiness,INTJ,97.0,27.0,1.0
EMP100598,53.0,94.0,,Conscientious-Influencer,,124.0,24.0,2.0
EMP100599,49.0,86.0,CD,Conscientious-Dominant,INFP,81.0,23.0,5.0
EMP100600,46.0,56.0,SI,Steadiness-Influencer,ISTJ,137.0,18.0,7.0
EMP100601,52.0,37.0,CD,Conscientious-Dominant,ISFP,123.0,23.0,1.0
EMP100602,29.0,66.0,DS,Dominant-Steadiness,ESTP,,33.0,6.0
EMP100603,70.0,59.0,CS,Conscientious-Steadiness,ISTJ,107.0,22.0,5.0
EMP100604,94.0,61.0,CS,Conscientious-Steadiness,ISTP,,,6.0
EMP100605,89.0,90.0,ID,Influencer-Dominant,ISTP,,,4.0
EMP100606,51.0,97.0,CD,Conscientious-Dominant,ENFJ,97.0,28.0,4.0
EMP100607,66.0,44.0,,Influencer-Steadiness,ENTP,82.0,26.0,2.0
EMP100608,31.0,31.0,DS,Dominant-Steadiness,ENTJ,,19.0,8.0
EMP100609,25.0,39.0,,Steadiness-Influencer,ENFP,114.0,26.0,8.0
EMP100610,47.0,70.0,ID,Influencer-Dominant,ISFJ,94.0,28.0,3.0
EMP100611,42.0,100.0,IC,Influencer-Conscientious,,114.0,26.0,10.0
EMP100612,38.0,85.0,CI,Conscientious-Influencer,ESFP,115.0,12.0,5.0
EMP100613,41.0,82.0,IC,Influencer-Conscientious,ESTP,114.0,20.0,4.0
EMP100614,40.0,39.0,,Influencer-Conscientious,ESFP,133.0,28.0,10.0
EMP100615,79.0,50.0,SI,Steadiness-Influencer,ISTP,139.0,29.0,10.0
EMP100616,86.0,92.0,SI,Steadiness-Influencer,ESTP,88.0,30.0,8.0
EMP100617,22.0,78.0,DC,Dominant-Conscientious,ENFJ,104.0,29.0,2.0
EMP100618,95.0,72.0,,Dominant-Influencer,ISTJ,140.0,34.0,1.0
EMP100619,33.0,93.0,SC,Steadiness-Conscientious,ISTJ,114.0,21.0,10.0
EMP100620,83.0,62.0,CI,Conscientious-Influencer,ENTP,119.0,38.0,2.0
EMP100621,38.0,47.0,CS,Conscientious-Steadiness,ENFP,87.0,23.0,9.0
EMP100622,71.0,65.0,,Dominant-Influencer,ENTP,90.0,24.0,5.0
EMP100623,52.0,60.0,SC,Steadiness-Conscientious,ENTJ,82.0,32.0,6.0
EMP100624,46.0,89.0,CI,Conscientious-Influencer,ENTJ,95.0,33.0,3.0
EMP100625,81.0,53.0,DI,Dominant-Influencer,ENTJ,132.0,30.0,9.0
EMP100626,54.0,28.0,DI,Dominant-Influencer,ISFJ,81.0,32.0,8.0
EMP100627,96.0,72.0,SC,Steadiness-Conscientious,INTP,106.0,26.0,9.0
EMP100628,86.0,33.0,SC,Steadiness-Conscientious,ESTJ,84.0,31.0,7.0
EMP100629,28.0,33.0,CS,Conscientious-Steadiness,ISFP,124.0,32.0,1.0
EMP100630,60.0,96.0,CS,Conscientious-Steadiness,ENTP,,,5.0
EMP100631,90.0,26.0,,Steadiness-Conscientious,ENTP,119.0,26.0,9.0
EMP100632,62.0,69.0,DS,Dominant-Steadiness,ESFJ,,,3.0
EMP100633,83.0,92.0,DC,Dominant-Conscientious,INTP,110.0,20.0,9.0
EMP100634,52.0,71.0,CD,Conscientious-Dominant,ENTP,117.0,28.0,5.0
EMP100635,64.0,62.0,SD,Steadiness-Dominant,INTP,133.0,17.0,1.0
EMP100636,24.0,49.0,IS,Influencer-Steadiness,ENFJ,80.0,34.0,3.0
EMP100637,31.0,26.0,SI,Steadiness-Influencer,ISTP,105.0,22.0,10.0
EMP100638,47.0,47.0,ID,Influencer-Dominant,ISFP,,,1.0
