employee_id,scale_code,score
EMP100237,Papi_P,4.0
EMP100238,Papi_P,7.0
EMP100239,Papi_P,4.0
EMP100240,Papi_P,7.0
EMP100241,Papi_P,8.0
EMP100242,Papi_P,9.0
EMP100243,Papi_P,1.0
EMP100244,Papi_P,6.0
EMP100245,Papi_P,
EMP100246,Papi_P,8.0
EMP100247,Papi_P,8.0
EMP100248,Papi_P,4.0
EMP100249,Papi_P,6.0
EMP100250,Papi_P,3.0
EMP100251,Papi_P,1.0
EMP100252,Papi_P,6.0
EMP100253,Papi_P,3.0
EMP100254,Papi_P,8.0
EMP100255,Papi_P,1.0
EMP100256,Papi_P,
EMP100257,Papi_P,4.0
EMP100258,Papi_P,2.0
EMP100259,Papi_P,6.0
EMP100260,Papi_P,1.0
EMP100261,Papi_P,7.0
EMP100262,Papi_P,5.0
EMP100263,Papi_P,8.0
EMP100264,Papi_P,6.0
EMP100265,Papi_P,
EMP100266,Papi_P,8.0
EMP100267,Papi_P,4.0
EMP100268,Papi_P,2.0
EMP100269,Papi_P,1.0
EMP100270,Papi_P,6.0
EMP100271,Papi_P,1.0
EMP100272,Papi_P,3.0
EMP100273,Papi_P,5.0
EMP100274,Papi_P,5.0
EMP100275,Papi_P,3.0
EMP100276,Papi_P,5.0
EMP100277,Papi_P,1.0
EMP100278,Papi_P,8.0
EMP100279,Papi_P,7.0
EMP100280,Papi_P,5.0
EMP100281,Papi_P,8.0
EMP100282,Papi_P,3.0
EMP100283,Papi_P,7.0
EMP100284,Papi_P,8.0
EMP100285,Papi_P,8.0
EMP100286,Papi_P,2.0
EMP100287,Papi_P,9.0
EMP100288,Papi_P,7.0
EMP100289,Papi_P,
EMP100290,Papi_P,4.0
EMP100291,Papi_P,1.0
EMP100292,Papi_P,8.0
EMP100293,Papi_P,5.0
EMP100294,Papi_P,8.0
EMP100295,Papi_P,5.0
EMP100296,Papi_P,
EMP100297,Papi_P,3.0
EMP100298,Papi_P,6.0
EMP100299,Papi_P,1.0
EMP100300,Papi_P,4.0
EMP100301,Papi_P,7.0
EMP100302,Papi_P,1.0
EMP100303,Papi_P,3.0
EMP100304,Papi_P,6.0
EMP100305,Papi_P,3.0
EMP100306,Papi_P,2.0
EMP100307,Papi_P,4.0
EMP100308,Papi_P,3.0
EMP100309,Papi_P,3.0
EMP100310,Papi_P,9.0
EMP100311,Papi_P,3.0
EMP100312,Papi_P,9.0
EMP100313,Papi_P,1.0
EMP100314,Papi_P,7.0
EMP100315,Papi_P,5.0
EMP100316,Papi_P,1.0
EMP100317,Papi_P,2.0
EMP100318,Papi_P,7.0
EMP100319,Papi_P,5.0
EMP100320,Papi_P,9.0
EMP100321,Papi_P,2.0
EMP100322,Papi_P,3.0
EMP100323,Papi_P,8.0
EMP100324,Papi_P,
EMP100325,Papi_P,4.0
EMP100326,Papi_P,8.0
EMP100327,Papi_P,4.0
EMP100328,Papi_P,5.0
EMP100329,Papi_P,6.0
EMP100330,Papi_P,8.0
EMP100331,Papi_P,4.0
EMP100332,Papi_P,6.0
EMP100333,Papi_P,7.0
EMP100334,Papi_P,8.0
EMP100335,Papi_P,8.0
EMP100336,Papi_P,1.0
EMP100337,Papi_P,7.0
EMP100338,Papi_P,6.0
EMP100339,Papi_P,3.0
EMP100340,Papi_P,4.0
EMP100341,Papi_P,1.0
EMP100342,Papi_P,3.0
EMP100343,Papi_P,5.0
EMP100344,Papi_P,2.0
EMP100345,Papi_P,7.0
EMP100346,Papi_P,4.0
EMP100347,Papi_P,5.0
EMP100348,Papi_P,
EMP100349,Papi_P,5.0
EMP100350,Papi_P,8.0
EMP100351,Papi_P,7.0
EMP100352,Papi_P,2.0
EMP100353,Papi_P,4.0
EMP100354,Papi_P,2.0
EMP100355,Papi_P,2.0
EMP100356,Papi_P,9.0
EMP100357,Papi_P,1.0
EMP100358,Papi_P,3.0
EMP100359,Papi_P,3.0
EMP100360,Papi_P,8.0
EMP100361,Papi_P,8.0
EMP100362,Papi_P,3.0
EMP100363,Papi_P,7.0
EMP100364,Papi_P,3.0
EMP100365,Papi_P,5.0
EMP100366,Papi_P,8.0
EMP100367,Papi_P,3.0
EMP100368,Papi_P,1.0
EMP100369,Papi_P,8.0
EMP100370,Papi_P,1.0
EMP100371,Papi_P,9.0
EMP100372,Papi_P,1.0
EMP100373,Papi_P,4.0
EMP100374,Papi_P,3.0
EMP100375,Papi_P,1.0
EMP100376,Papi_P,4.0
EMP100377,Papi_P,1.0
EMP100378,Papi_P,2.0
EMP100379,Papi_P,3.0
EMP100380,Papi_P,7.0
EMP100381,Papi_P,6.0
EMP100382,Papi_P,5.0
EMP100383,Papi_P,1.0
EMP100384,Papi_P,7.0
EMP100385,Papi_P,2.0
EMP100386,Papi_P,8.0
EMP100387,Papi_P,8.0
EMP100388,Papi_P,2.0
EMP100389,Papi_P,7.0
EMP100390,Papi_P,4.0
EMP100391,Papi_P,1.0
EMP100392,Papi_P,5.0
EMP100393,Papi_P,6.0
EMP100394,Papi_P,4.0
EMP100395,Papi_P,2.0
EMP100396,Papi_P,5.0
EMP100397,Papi_P,9.0
EMP100398,Papi_P,9.0
EMP100399,Papi_P,9.0
EMP100400,Papi_P,2.0
EMP100401,Papi_P,7.0
EMP100402,Papi_P,9.0
EMP100403,Papi_P,2.0
EMP100404,Papi_P,6.0
EMP100405,Papi_P,2.0
EMP100406,Papi_P,6.0
EMP100407,Papi_P,4.0
EMP100408,Papi_P,7.0
EMP100409,Papi_P,7.0
EMP100410,Papi_P,6.0
EMP100411,Papi_P,7.0
EMP100412,Papi_P,2.0
EMP100413,Papi_P,4.0
EMP100414,Papi_P,2.0
EMP100415,Papi_P,1.0
EMP100416,Papi_P,4.0
EMP100417,Papi_P,3.0
EMP100418,Papi_P,6.0
EMP100419,Papi_P,3.0
EMP100420,Papi_P,2.0
EMP100421,Papi_P,8.0
EMP100422,Papi_P,4.0
EMP100423,Papi_P,9.0
EMP100424,Papi_P,2.0
EMP100425,Papi_P,5.0
EMP100426,Papi_P,8.0
EMP100427,Papi_P,7.0
EMP100428,Papi_P,5.0
EMP100429,Papi_P,8.0
EMP100430,Papi_P,9.0
EMP100431,Papi_P,8.0
EMP100432,Papi_P,2.0
EMP100433,Papi_P,4.0
EMP100434,Papi_P,8.0
EMP100435,Papi_P,5.0
EMP100436,Papi_P,9.0
EMP100437,Papi_P,4.0
EMP100438,Papi_P,4.0
EMP100439,Papi_P,5.0
EMP100440,Papi_P,4.0
EMP100441,Papi_P,
EMP100442,Papi_P,6.0
EMP100443,Papi_P,8.0
EMP100444,Papi_P,8.0
EMP100445,Papi_P,7.0
EMP100446,Papi_P,8.0
EMP100447,Papi_P,9.0
EMP100448,Papi_P,2.0
EMP100449,Papi_P,8.0
EMP100450,Papi_P,2.0
EMP100451,Papi_P,8.0
EMP100452,Papi_P,3.0
EMP100453,Papi_P,1.0
EMP100454,Papi_P,1.0
EMP100455,Papi_P,1.0
EMP100456,Papi_P,5.0
EMP100457,Papi_P,
EMP100458,Papi_P,2.0
EMP100459,Papi_P,1.0
EMP100460,Papi_P,
EMP100461,Papi_P,2.0
EMP100462,Papi_P,1.0
EMP100463,Papi_P,8.0
EMP100464,Papi_P,
EMP100465,Papi_P,2.0
EMP100466,Papi_P,8.0
EMP100467,Papi_P,8.0
EMP100468,Papi_P,3.0
EMP100469,Papi_P,1.0
EMP100470,Papi_P,
EMP100471,Papi_P,3.0
EMP100472,Papi_P,7.0
EMP100473,Papi_P,9.0
EMP100474,Papi_P,1.0
EMP100475,Papi_P,2.0
EMP100476,Papi_P,3.0
EMP100477,Papi_P,7.0
EMP100478,Papi_P,9.0
EMP100479,Papi_P,2.0
EMP100480,Papi_P,3.0
EMP100481,Papi_P,1.0
EMP100482,Papi_P,5.0
EMP100483,Papi_P,8.0
EMP100484,Papi_P,4.0
EMP100485,Papi_P,
EMP100486,Papi_P,6.0
EMP100487,Papi_P,6.0
EMP100488,Papi_P,4.0
EMP100489,Papi_P,7.0
EMP100490,Papi_P,6.0
EMP100491,Papi_P,6.0
EMP100492,Papi_P,6.0
EMP100493,Papi_P,4.0
EMP100494,Papi_P,3.0
EMP100495,Papi_P,8.0
EMP100496,Papi_P,6.0
EMP100497,Papi_P,7.0
EMP100498,Papi_P,5.0
EMP100499,Papi_P,7.0
EMP100500,Papi_P,1.0
EMP100501,Papi_P,
EMP100502,Papi_P,8.0
EMP100503,Papi_P,8.0
EMP100504,Papi_P,6.0
EMP100505,Papi_P,5.0
EMP100506,Papi_P,3.0
EMP100507,Papi_P,4.0
EMP100508,Papi_P,8.0
EMP100509,Papi_P,3.0
EMP100510,Papi_P,5.0
EMP100511,Papi_P,7.0
EMP100512,Papi_P,3.0
EMP100513,Papi_P,
EMP100514,Papi_P,2.0
EMP100515,Papi_P,9.0
EMP100516,Papi_P,6.0
EMP100517,Papi_P,8.0
EMP100518,Papi_P,8.0
EMP100519,Papi_P,7.0
EMP100520,Papi_P,8.0
EMP100521,Papi_P,1.0
EMP100522,Papi_P,5.0
EMP100523,Papi_P,9.0
EMP100524,Papi_P,8.0
EMP100525,Papi_P,
EMP100526,Papi_P,1.0
EMP100527,Papi_P,4.0
EMP100528,Papi_P,6.0
EMP100529,Papi_P,4.0
EMP100530,Papi_P,7.0
EMP100531,Papi_P,8.0
EMP100532,Papi_P,5.0
EMP100533,Papi_P,4.0
EMP100534,Papi_P,6.0
EMP100535,Papi_P,5.0
EMP100536,Papi_P,1.0
EMP100537,Papi_P,5.0
EMP100538,Papi_P,9.0
EMP100539,Papi_P,5.0
EMP100540,Papi_P,3.0
EMP100541,Papi_P,2.0
EMP100542,Papi_P,3.0
EMP100543,Papi_P,6.0
EMP100544,Papi_P,3.0
EMP100545,Papi_P,4.0
EMP100546,Papi_P,3.0
EMP100547,Papi_P,6.0
EMP100548,Papi_P,1.0
EMP100549,Papi_P,2.0
EMP100550,Papi_P,8.0
EMP100551,Papi_P,2.0
EMP100552,Papi_P,5.0
EMP100553,Papi_P,9.0
EMP100554,Papi_P,9.0
EMP100555,Papi_P,1.0
EMP100556,Papi_P,
EMP100557,Papi_P,4.0
EMP100558,Papi_P,1.0
EMP100559,Papi_P,9.0
EMP100560,Papi_P,5.0
EMP100561,Papi_P,4.0
EMP100562,Papi_P,6.0
EMP100563,Papi_P,7.0
EMP100564,Papi_P,1.0
EMP100565,Papi_P,8.0
EMP100566,Papi_P,3.0
EMP100567,Papi_P,8.0
EMP100568,Papi_P,5.0
EMP100569,Papi_P,4.0
EMP100570,Papi_P,4.0
EMP100571,Papi_P,7.0
EMP100572,Papi_P,9.0
EMP100573,Papi_P,7.0
EMP100574,Papi_P,6.0
EMP100575,Papi_P,1.0
EMP100576,Papi_P,7.0
EMP100577,Papi_P,2.0
EMP100578,Papi_P,6.0
EMP100579,Papi_P,
EMP100580,Papi_P,2.0
EMP100581,Papi_P,4.0
EMP100582,Papi_P,6.0
EMP100583,Papi_P,7.0
EMP100584,Papi_P,8.0
EMP100585,Papi_P,5.0
EMP100586,Papi_P,8.0
EMP100587,Papi_P,
EMP100588,Papi_P,
EMP100589,Papi_P,
EMP100590,Papi_P,9.0
EMP100591,Papi_P,9.0
EMP100592,Papi_P,1.0
EMP100593,Papi_P,4.0
EMP100594,Papi_P,2.0
EMP100595,Papi_P,5.0
EMP100596,Papi_P,
EMP100597,Papi_P,
EMP100598,Papi_P,2.0
EMP100599,Papi_P,4.0
EMP100600,Papi_P,1.0
EMP100601,Papi_P,7.0
EMP100602,Papi_P,9.0
EMP100603,Papi_P,3.0
EMP100604,Papi_P,
EMP100605,Papi_P,8.0
EMP100606,Papi_P,3.0
EMP100607,Papi_P,3.0
EMP100608,Papi_P,4.0
EMP100609,Papi_P,8.0
EMP100610,Papi_P,5.0
EMP100611,Papi_P,9.0
EMP100612,Papi_P,7.0
EMP100613,Papi_P,8.0
EMP100614,Papi_P,3.0
EMP100615,Papi_P,
EMP100616,Papi_P,6.0
EMP100617,Papi_P,4.0
EMP100618,Papi_P,8.0
EMP100619,Papi_P,5.0
EMP100620,Papi_P,3.0
EMP100621,Papi_P,8.0
EMP100622,Papi_P,1.0
EMP100623,Papi_P,7.0
EMP100624,Papi_P,5.0
EMP100625,Papi_P,2.0
EMP100626,Papi_P,6.0
EMP100627,Papi_P,3.0
EMP100628,Papi_P,7.0
EMP100629,Papi_P,
EMP100630,Papi_P,1.0
EMP100631,Papi_P,5.0
EMP100632,Papi_P,1.0
EMP100633,Papi_P,5.0
EMP100634,Papi_P,2.0
EMP100635,Papi_P,1.0
EMP100636,Papi_P,2.0
EMP100637,Papi_P,2.0
EMP100638,Papi_P,5.0
EMP100639,Papi_P,9.0
EMP100640,Papi_P,
EMP100641,Papi_P,
EMP100642,Papi_P,
EMP100643,Papi_P,6.0
EMP100644,Papi_P,1.0
EMP100645,Papi_P,6.0
EMP100646,Papi_P,7.0
EMP100647,Papi_P,6.0
EMP100648,Papi_P,2.0
EMP100649,Papi_P,1.0
EMP100650,Papi_P,
EMP100651,Papi_P,1.0
EMP100652,Papi_P,7.0
EMP100653,Papi_P,3.0
EMP100654,Papi_P,9.0
EMP100655,Papi_P,3.0
EMP100656,Papi_P,9.0
EMP100657,Papi_P,3.0
EMP100658,Papi_P,7.0
EMP100659,Papi_P,6.0
EMP100660,Papi_P,3.0
EMP100661,Papi_P,9.0
EMP100662,Papi_P,
EMP100663,Papi_P,3.0
EMP100664,Papi_P,8.0
EMP100665,Papi_P,
EMP100666,Papi_P,8.0
EMP100667,Papi_P,3.0
EMP100668,Papi_P,7.0
EMP100669,Papi_P,7.0
EMP100670,Papi_P,5.0
EMP100671,Papi_P,9.0
EMP100672,Papi_P,3.0
EMP100673,Papi_P,9.0
EMP100674,Papi_P,2.0
EMP100675,Papi_P,8.0
EMP100676,Papi_P,2.0
EMP100677,Papi_P,5.0
EMP100678,Papi_P,5.0
EMP100679,Papi_P,8.0
EMP100680,Papi_P,9.0
EMP100681,Papi_P,4.0
EMP100682,Papi_P,1.0
EMP100683,Papi_P,2.0
EMP100684,Papi_P,6.0
EMP100685,Papi_P,7.0
EMP100686,Papi_P,5.0
EMP100687,Papi_P,4.0
EMP100688,Papi_P,9.0
EMP100689,Papi_P,9.0
EMP100690,Papi_P,5.0
EMP100691,Papi_P,3.0
EMP100692,Papi_P,5.0
EMP100693,Papi_P,6.0
EMP100694,Papi_P,8.0
EMP100695,Papi_P,8.0
EMP100696,Papi_P,2.0
EMP100697,Papi_P,1.0
EMP100698,Papi_P,7.0
EMP100699,Papi_P,6.0
EMP100700,Papi_P,8.0
EMP100701,Papi_P,7.0
EMP100702,Papi_P,6.0
EMP100703,Papi_P,5.0
EMP100704,Papi_P,4.0
EMP100705,Papi_P,8.0
EMP100706,Papi_P,5.0
EMP100707,Papi_P,9.0
EMP100708,Papi_P,3.0
EMP100709,Papi_P,1.0
EMP100710,Papi_P,1.0
EMP100711,Papi_P,2.0
EMP100712,Papi_P,5.0
EMP100713,Papi_P,
EMP100714,Papi_P,7.0
EMP100715,Papi_P,3.0
EMP100716,Papi_P,
EMP100717,Papi_P,5.0
EMP100718,Papi_P,4.0
EMP100719,Papi_P,3.0
EMP100720,Papi_P,3.0
EMP100721,Papi_P,6.0
EMP100722,Papi_P,3.0
EMP100723,Papi_P,1.0
EMP100724,Papi_P,3.0
EMP100725,Papi_P,6.0
EMP100726,Papi_P,6.0
EMP100727,Papi_P,9.0
EMP100728,Papi_P,8.0
EMP100729,Papi_P,6.0
EMP100730,Papi_P,9.0
EMP100731,Papi_P,5.0
EMP100732,Papi_P,3.0
EMP100733,Papi_P,5.0
EMP100734,Papi_P,8.0
EMP100735,Papi_P,9.0
EMP100736,Papi_P,1.0
EMP100737,Papi_P,4.0
EMP100738,Papi_P,2.0
EMP100739,Papi_P,7.0
EMP100740,Papi_P,2.0
EMP100741,Papi_P,2.0
EMP100742,Papi_P,5.0
EMP100743,Papi_P,1.0
EMP100744,Papi_P,3.0
EMP100745,Papi_P,3.0
EMP100746,Papi_P,7.0
EMP100747,Papi_P,1.0
EMP100748,Papi_P,9.0
EMP100749,Papi_P,6.0
EMP100750,Papi_P,7.0
EMP100751,Papi_P,2.0
EMP100752,Papi_P,
EMP100753,Papi_P,6.0
EMP100754,Papi_P,
EMP100755,Papi_P,
EMP100756,Papi_P,7.0
EMP100757,Papi_P,9.0
EMP100758,Papi_P,7.0
EMP100759,Papi_P,2.0
EMP100760,Papi_P,1.0
EMP100761,Papi_P,9.0
EMP100762,Papi_P,2.0
EMP100763,Papi_P,3.0
EMP100764,Papi_P,3.0
EMP100765,Papi_P,
EMP100766,Papi_P,8.0
EMP100767,Papi_P,7.0
EMP100768,Papi_P,1.0
EMP100769,Papi_P,1.0
EMP100770,Papi_P,5.0
EMP100771,Papi_P,9.0
EMP100772,Papi_P,2.0
EMP100773,Papi_P,6.0
EMP100774,Papi_P,9.0
EMP100775,Papi_P,8.0
EMP100776,Papi_P,9.0
EMP100777,Papi_P,8.0
EMP100778,Papi_P,6.0
EMP100779,Papi_P,6.0
EMP100780,Papi_P,8.0
EMP100781,Papi_P,9.0
EMP100782,Papi_P,4.0
EMP100783,Papi_P,2.0
EMP100784,Papi_P,7.0
EMP100785,Papi_P,8.0
EMP100786,Papi_P,3.0
EMP100787,Papi_P,3.0
EMP100788,Papi_P,6.0
EMP100789,Papi_P,8.0
EMP100790,Papi_P,7.0
EMP100791,Papi_P,1.0
EMP100792,Papi_P,2.0
EMP100793,Papi_P,8.0
EMP100794,Papi_P,2.0
EMP100795,Papi_P,9.0
EMP100796,Papi_P,5.0
EMP100797,Papi_P,6.0
EMP100798,Papi_P,5.0
EMP100799,Papi_P,2.0
EMP100800,Papi_P,3.0
EMP100801,Papi_P,5.0
EMP100802,Papi_P,1.0
EMP100803,Papi_P,3.0
EMP100804,Papi_P,7.0
EMP100805,Papi_P,7.0
EMP100806,Papi_P,9.0
EMP100807,Papi_P,7.0
EMP100808,Papi_P,2.0
EMP100809,Papi_P,1.0
EMP100810,Papi_P,7.0
EMP100811,Papi_P,2.0
EMP100812,Papi_P,2.0
EMP100813,Papi_P,2.0
EMP100814,Papi_P,7.0
EMP100815,Papi_P,
EMP100816,Papi_P,4.0
EMP100817,Papi_P,2.0
EMP100818,Papi_P,
EMP100819,Papi_P,1.0
EMP100820,Papi_P,9.0
EMP100821,Papi_P,9.0
EMP100822,Papi_P,6.0
EMP100823,Papi_P,
EMP100824,Papi_P,4.0
EMP100825,Papi_P,8.0
EMP100826,Papi_P,6.0
EMP100827,Papi_P,4.0
EMP100828,Papi_P,8.0
EMP100829,Papi_P,5.0
EMP100830,Papi_P,5.0
EMP100831,Papi_P,3.0
EMP100832,Papi_P,3.0
EMP100833,Papi_P,4.0
EMP100834,Papi_P,7.0
EMP100835,Papi_P,
EMP100836,Papi_P,8.0
EMP100837,Papi_P,1.0
EMP100838,Papi_P,4.0
EMP100839,Papi_P,2.0
EMP100840,Papi_P,
EMP100841,Papi_P,1.0
EMP100842,Papi_P,7.0
EMP100843,Papi_P,4.0
EMP100844,Papi_P,6.0
EMP100845,Papi_P,2.0
EMP100846,Papi_P,8.0
EMP100847,Papi_P,1.0
EMP100848,Papi_P,6.0
EMP100849,Papi_P,5.0
EMP100850,Papi_P,6.0
EMP100851,Papi_P,6.0
EMP100852,Papi_P,7.0
EMP100853,Papi_P,
EMP100854,Papi_P,6.0
EMP100855,Papi_P,9.0
EMP100856,Papi_P,4.0
EMP100857,Papi_P,1.0
EMP100858,Papi_P,
EMP100859,Papi_P,6.0
EMP100860,Papi_P,9.0
EMP100861,Papi_P,6.0
EMP100862,Papi_P,2.0
EMP100863,Papi_P,1.0
EMP100864,Papi_P,5.0
EMP100865,Papi_P,7.0
EMP100866,Papi_P,3.0
EMP100867,Papi_P,5.0
EMP100868,Papi_P,3.0
EMP100869,Papi_P,9.0
EMP100870,Papi_P,1.0
EMP100871,Papi_P,6.0
EMP100872,Papi_P,7.0
EMP100873,Papi_P,5.0
EMP100874,Papi_P,2.0
EMP100875,Papi_P,6.0
EMP100876,Papi_P,4.0
EMP100877,Papi_P,7.0
EMP100878,Papi_P,8.0
EMP100879,Papi_P,5.0
EMP100880,Papi_P,2.0
EMP100881,Papi_P,
EMP100882,Papi_P,5.0
EMP100883,Papi_P,
EMP100884,Papi_P,8.0
EMP100885,Papi_P,9.0
EMP100886,Papi_P,3.0
EMP100887,Papi_P,8.0
EMP100888,Papi_P,7.0
EMP100889,Papi_P,2.0
EMP100890,Papi_P,2.0
EMP100891,Papi_P,2.0
EMP100892,Papi_P,5.0
EMP100893,Papi_P,7.0
EMP100894,Papi_P,6.0
EMP100895,Papi_P,5.0
EMP100896,Papi_P,3.0
EMP100897,Papi_P,1.0
EMP100898,Papi_P,8.0
EMP100899,Papi_P,6.0
EMP100900,Papi_P,5.0
EMP100901,Papi_P,6.0
EMP100902,Papi_P,1.0
EMP100903,Papi_P,2.0
EMP100904,Papi_P,4.0
EMP100905,Papi_P,9.0
EMP100906,Papi_P,5.0
EMP100907,Papi_P,4.0
EMP100908,Papi_P,4.0
EMP100909,Papi_P,8.0
EMP100910,Papi_P,8.0
EMP100911,Papi_P,8.0
EMP100912,Papi_P,8.0
EMP100913,Papi_P,8.0
EMP100914,Papi_P,9.0
EMP100915,Papi_P,
EMP100916,Papi_P,3.0
EMP100917,Papi_P,6.0
EMP100918,Papi_P,5.0
EMP100919,Papi_P,6.0
EMP100920,Papi_P,4.0
EMP100921,Papi_P,9.0
EMP100922,Papi_P,4.0
EMP100923,Papi_P,8.0
EMP100924,Papi_P,7.0
EMP100925,Papi_P,8.0
EMP100926,Papi_P,1.0
EMP100927,Papi_P,5.0
EMP100928,Papi_P,9.0
EMP100929,Papi_P,1.0
EMP100930,Papi_P,3.0
EMP100931,Papi_P,
EMP100932,Papi_P,8.0
EMP100933,Papi_P,7.0
EMP100934,Papi_P,5.0
EMP100935,Papi_P,4.0
EMP100936,Papi_P,1.0
EMP100937,Papi_P,5.0
EMP100938,Papi_P,5.0
EMP100939,Papi_P,1.0
EMP100940,Papi_P,
EMP100941,Papi_P,5.0
EMP100942,Papi_P,4.0
EMP100943,Papi_P,6.0
EMP100944,Papi_P,4.0
EMP100945,Papi_P,1.0
EMP100946,Papi_P,3.0
EMP100947,Papi_P,2.0
EMP100948,Papi_P,6.0
EMP100949,Papi_P,6.0
EMP100950,Papi_P,4.0
EMP100951,Papi_P,
EMP100952,Papi_P,5.0
EMP100953,Papi_P,5.0
EMP100954,Papi_P,2.0
EMP100955,Papi_P,2.0
EMP100956,Papi_P,9.0
EMP100957,Papi_P,
EMP100958,Papi_P,5.0
EMP100959,Papi_P,5.0
EMP100960,Papi_P,2.0
EMP100961,Papi_P,2.0
EMP100962,Papi_P,9.0
EMP100963,Papi_P,5.0
EMP100964,Papi_P,2.0
EMP100965,Papi_P,1.0
EMP100966,Papi_P,
EMP100967,Papi_P,7.0
EMP100968,Papi_P,8.0
EMP100969,Papi_P,9.0
EMP100970,Papi_P,8.0
EMP100971,Papi_P,6.0
EMP100972,Papi_P,5.0
EMP100973,Papi_P,1.0
EMP100974,Papi_P,6.0
EMP100975,Papi_P,3.0
EMP100976,Papi_P,7.0
EMP100977,Papi_P,1.0
EMP100978,Papi_P,1.0
EMP100979,Papi_P,5.0
EMP100980,Papi_P,7.0
EMP100981,Papi_P,6.0
EMP100982,Papi_P,7.0
EMP100983,Papi_P,6.0
EMP100984,Papi_P,5.0
EMP100985,Papi_P,7.0
EMP100986,Papi_P,5.0
EMP100987,Papi_P,
EMP100988,Papi_P,3.0
EMP100989,Papi_P,
EMP100990,Papi_P,1.0
EMP100991,Papi_P,8.0
EMP100992,Papi_P,8.0
EMP100993,Papi_P,9.0
EMP100994,Papi_P,9.0
EMP100995,Papi_P,8.0
EMP100996,Papi_P,5.0
EMP100997,Papi_P,6.0
EMP100998,Papi_P,6.0
EMP100999,Papi_P,4.0
EMP101000,Papi_P,4.0
EMP101001,Papi_P,2.0
EMP101002,Papi_P,8.0
EMP101003,Papi_P,7.0
EMP101004,Papi_P,9.0
EMP101005,Papi_P,6.0
EMP101006,Papi_P,8.0
EMP101007,Papi_P,
EMP101008,Papi_P,1.0
EMP101009,Papi_P,7.0
EMP101010,Papi_P,4.0
EMP101011,Papi_P,1.0
EMP101012,Papi_P,
EMP101013,Papi_P,9.0
EMP101014,Papi_P,4.0
EMP101015,Papi_P,3.0
EMP101016,Papi_P,5.0
EMP101017,Papi_P,9.0
EMP101018,Papi_P,8.0
EMP101019,Papi_P,4.0
EMP101020,Papi_P,
EMP101021,Papi_P,6.0
EMP101022,Papi_P,5.0
EMP101023,Papi_P,
EMP101024,Papi_P,
EMP101025,Papi_P,4.0
EMP101026,Papi_P,6.0
EMP101027,Papi_P,6.0
EMP101028,Papi_P,6.0
EMP101029,Papi_P,3.0
EMP101030,Papi_P,3.0
EMP101031,Papi_P,
EMP101032,Papi_P,
EMP101033,Papi_P,8.0
EMP101034,Papi_P,4.0
EMP101035,Papi_P,3.0
EMP101036,Papi_P,
EMP101037,Papi_P,7.0
EMP101038,Papi_P,7.0
EMP101039,Papi_P,
EMP101040,Papi_P,7.0
EMP101041,Papi_P,8.0
EMP101042,Papi_P,2.0
EMP101043,Papi_P,2.0
EMP101044,Papi_P,4.0
EMP101045,Papi_P,2.0
EMP101046,Papi_P,6.0
EMP101047,Papi_P,5.0
EMP101048,Papi_P,8.0
EMP101049,Papi_P,1.0
EMP101050,Papi_P,9.0
EMP101051,Papi_P,3.0
EMP101052,Papi_P,5.0
EMP101053,Papi_P,3.0
EMP101054,Papi_P,6.0
EMP101055,Papi_P,9.0
EMP101056,Papi_P,4.0
EMP101057,Papi_P,5.0
EMP101058,Papi_P,6.0
EMP101059,Papi_P,3.0
EMP101060,Papi_P,6.0
EMP101061,Papi_P,8.0
EMP101062,Papi_P,2.0
EMP101063,Papi_P,4.0
EMP101064,Papi_P,1.0
EMP101065,Papi_P,2.0
EMP101066,Papi_P,4.0
EMP101067,Papi_P,1.0
EMP101068,Papi_P,2.0
EMP101069,Papi_P,3.0
EMP101070,Papi_P,8.0
EMP101071,Papi_P,5.0
EMP101072,Papi_P,4.0
EMP101073,Papi_P,1.0
EMP101074,Papi_P,1.0
EMP101075,Papi_P,1.0
EMP101076,Papi_P,4.0
EMP101077,Papi_P,4.0
EMP101078,Papi_P,2.0
EMP101079,Papi_P,5.0
EMP101080,Papi_P,3.0
EMP101081,Papi_P,9.0
EMP101082,Papi_P,3.0
EMP101083,Papi_P,
EMP101084,Papi_P,2.0
EMP101085,Papi_P,6.0
EMP101086,Papi_P,7.0
EMP101087,Papi_P,1.0
EMP101088,Papi_P,4.0
EMP101089,Papi_P,5.0
EMP101090,Papi_P,2.0
EMP101091,Papi_P,8.0
EMP101092,Papi_P,4.0
EMP101093,Papi_P,1.0
EMP101094,Papi_P,8.0
EMP101095,Papi_P,7.0
EMP101096,Papi_P,3.0
EMP101097,Papi_P,3.0
EMP101098,Papi_P,9.0
EMP101099,Papi_P,7.0
EMP101100,Papi_P,
EMP101101,Papi_P,1.0
EMP101102,Papi_P,9.0
EMP101103,Papi_P,6.0
EMP101104,Papi_P,3.0
EMP101105,Papi_P,8.0
EMP101106,Papi_P,3.0
EMP101107,Papi_P,9.0
EMP101108,Papi_P,4.0
EMP101109,Papi_P,2.0
EMP101110,Papi_P,8.0
EMP101111,Papi_P,6.0
EMP101112,Papi_P,7.0
EMP101113,Papi_P,6.0
EMP101114,Papi_P,8.0
EMP101115,Papi_P,7.0
EMP101116,Papi_P,7.0
EMP101117,Papi_P,6.0
EMP101118,Papi_P,8.0
EMP101119,Papi_P,6.0
EMP101120,Papi_P,5.0
EMP101121,Papi_P,3.0
EMP101122,Papi_P,4.0
