employee_id,score,pillar_code,year
EMP100484,2.0,GDR,2022.0
EMP100485,,GDR,2022.0
EMP100486,1.0,GDR,2022.0
EMP100487,4.0,GDR,2022.0
EMP100488,3.0,GDR,2022.0
EMP100489,3.0,GDR,2022.0
EMP100490,3.0,GDR,2022.0
EMP100491,1.0,GDR,2022.0
EMP100492,3.0,GDR,2022.0
EMP100493,3.0,GDR,2022.0
EMP100494,2.0,GDR,2022.0
EMP100495,4.0,GDR,2022.0
EMP100496,3.0,GDR,2022.0
EMP100497,3.0,GDR,2022.0
EMP100498,0.0,GDR,2022.0
EMP100499,3.0,GDR,2022.0
EMP100500,3.0,GDR,2022.0
EMP100501,3.0,GDR,2022.0
EMP100502,2.0,GDR,2022.0
EMP100503,3.0,GDR,2022.0
EMP100504,3.0,GDR,2022.0
EMP100505,2.0,GDR,2022.0
EMP100506,2.0,GDR,2022.0
EMP100507,1.0,GDR,2022.0
EMP100508,3.0,GDR,2022.0
EMP100509,5.0,GDR,2022.0
EMP100510,2.0,GDR,2022.0
EMP100511,3.0,GDR,2022.0
EMP100512,4.0,GDR,2022.0
EMP100513,4.0,GDR,2022.0
EMP100514,,GDR,2022.0
EMP100515,5.0,GDR,2022.0
EMP100516,99.0,GDR,2022.0
EMP100517,3.0,GDR,2022.0
EMP100518,4.0,GDR,2022.0
EMP100519,2.0,GDR,2022.0
EMP100520,3.0,GDR,2022.0
EMP100521,5.0,GDR,2022.0
EMP100522,4.0,GDR,2022.0
EMP100523,4.0,GDR,2022.0
EMP100524,4.0,GDR,2022.0
EMP100525,,GDR,2022.0
EMP100526,3.0,GDR,2022.0
EMP100527,3.0,GDR,2022.0
EMP100528,2.0,GDR,2022.0
EMP100529,4.0,GDR,2022.0
EMP100530,3.0,GDR,2022.0
EMP100531,4.0,GDR,2022.0
EMP100532,3.0,GDR,2022.0
EMP100533,2.0,GDR,2022.0
EMP100534,4.0,GDR,2022.0
EMP100535,3.0,GDR,2022.0
EMP100536,3.0,GDR,2022.0
EMP100537,3.0,GDR,2022.0
EMP100538,4.0,GDR,2022.0
EMP100539,3.0,GDR,2022.0
EMP100540,4.0,GDR,2022.0
EMP100541,3.0,GDR,2022.0
EMP100542,2.0,GDR,2022.0
EMP100543,2.0,GDR,2022.0
EMP100544,3.0,GDR,2022.0
EMP100545,3.0,GDR,2022.0
EMP100546,,GDR,2022.0
EMP100547,2.0,GDR,2022.0
EMP100548,1.0,GDR,2022.0
EMP100549,5.0,GDR,2022.0
EMP100550,1.0,GDR,2022.0
EMP100551,,GDR,2022.0
EMP100552,2.0,GDR,2022.0
EMP100553,4.0,GDR,2022.0
EMP100554,4.0,GDR,2022.0
EMP100555,4.0,GDR,2022.0
EMP100556,3.0,GDR,2022.0
EMP100557,3.0,GDR,2022.0
EMP100558,2.0,GDR,2022.0
EMP100559,4.0,GDR,2022.0
EMP100560,1.0,GDR,2022.0
EMP100561,4.0,GDR,2022.0
EMP100562,4.0,GDR,2022.0
EMP100563,4.0,GDR,2022.0
EMP100564,1.0,GDR,2022.0
EMP100565,3.0,GDR,2022.0
EMP100566,3.0,GDR,2022.0
EMP100567,4.0,GDR,2022.0
EMP100568,,GDR,2022.0
EMP100569,3.0,GDR,2022.0
EMP100570,3.0,GDR,2022.0
EMP100571,1.0,GDR,2022.0
EMP100572,4.0,GDR,2022.0
EMP100573,4.0,GDR,2022.0
EMP100574,2.0,GDR,2022.0
EMP100575,1.0,GDR,2022.0
EMP100576,2.0,GDR,2022.0
EMP100577,3.0,GDR,2022.0
EMP100578,2.0,GDR,2022.0
EMP100579,3.0,GDR,2022.0
EMP100580,3.0,GDR,2022.0
EMP100581,4.0,GDR,2022.0
EMP100582,5.0,GDR,2022.0
EMP100583,2.0,GDR,2022.0
EMP100584,1.0,GDR,2022.0
EMP100585,3.0,GDR,2022.0
EMP100586,3.0,GDR,2022.0
EMP100587,3.0,GDR,2022.0
EMP100588,3.0,GDR,2022.0
EMP100589,5.0,GDR,2022.0
EMP100590,3.0,GDR,2022.0
EMP100591,2.0,GDR,2022.0
EMP100592,2.0,GDR,2022.0
EMP100593,1.0,GDR,2022.0
EMP100594,1.0,GDR,2022.0
EMP100595,4.0,GDR,2022.0
EMP100596,1.0,GDR,2022.0
EMP100597,4.0,GDR,2022.0
EMP100598,1.0,GDR,2022.0
EMP100599,2.0,GDR,2022.0
EMP100600,2.0,GDR,2022.0
EMP100601,5.0,GDR,2022.0
EMP100602,2.0,GDR,2022.0
EMP100603,4.0,GDR,2022.0
EMP100604,4.0,GDR,2022.0
EMP100605,5.0,GDR,2022.0
EMP100606,5.0,GDR,2022.0
EMP100607,3.0,GDR,2022.0
EMP100608,3.0,GDR,2022.0
EMP100609,,GDR,2022.0
EMP100610,2.0,GDR,2022.0
EMP100611,,GDR,2022.0
EMP100612,,GDR,2022.0
EMP100613,4.0,GDR,2022.0
EMP100614,5.0,GDR,2022.0
EMP100615,3.0,GDR,2022.0
EMP100616,4.0,GDR,2022.0
EMP100617,4.0,GDR,2022.0
EMP100618,2.0,GDR,2022.0
EMP100619,3.0,GDR,2022.0
EMP100620,3.0,GDR,2022.0
EMP100621,3.0,GDR,2022.0
EMP100622,3.0,GDR,2022.0
EMP100623,2.0,GDR,2022.0
EMP100624,3.0,GDR,2022.0
EMP100625,5.0,GDR,2022.0
EMP100626,,GDR,2022.0
EMP100627,1.0,GDR,2022.0
EMP100628,4.0,GDR,2022.0
EMP100629,3.0,GDR,2022.0
EMP100630,4.0,GDR,2022.0
EMP100631,1.0,GDR,2022.0
EMP100632,,GDR,2022.0
EMP100633,3.0,GDR,2022.0
EMP100634,4.0,GDR,2022.0
EMP100635,4.0,GDR,2022.0
EMP100636,5.0,GDR,2022.0
EMP100637,1.0,GDR,2022.0
EMP100638,5.0,GDR,2022.0
EMP100639,3.0,GDR,2022.0
EMP100640,4.0,GDR,2022.0
EMP100641,2.0,GDR,2022.0
EMP100642,4.0,GDR,2022.0
EMP100643,4.0,GDR,2022.0
EMP100644,3.0,GDR,2022.0
EMP100645,4.0,GDR,2022.0
EMP100646,5.0,GDR,2022.0
EMP100647,4.0,GDR,2022.0
EMP100648,2.0,GDR,2022.0
EMP100649,3.0,GDR,2022.0
EMP100650,3.0,GDR,2022.0
EMP100651,3.0,GDR,2022.0
EMP100652,4.0,GDR,2022.0
EMP100653,4.0,GDR,2022.0
EMP100654,4.0,GDR,2022.0
EMP100655,,GDR,2022.0
EMP100656,,GDR,2022.0
EMP100657,4.0,GDR,2022.0
EMP100658,4.0,GDR,2022.0
EMP100659,1.0,GDR,2022.0
EMP100660,3.0,GDR,2022.0
EMP100661,3.0,GDR,2022.0
EMP100662,4.0,GDR,2022.0
EMP100663,2.0,GDR,2022.0
EMP100664,,GDR,2022.0
EMP100665,4.0,GDR,2022.0
EMP100666,4.0,GDR,2022.0
EMP100667,5.0,GDR,2022.0
EMP100668,3.0,GDR,2022.0
EMP100669,2.0,GDR,2022.0
EMP100670,4.0,GDR,2022.0
EMP100671,,GDR,2022.0
EMP100672,3.0,GDR,2022.0
EMP100673,4.0,GDR,2022.0
EMP100674,3.0,GDR,2022.0
EMP100675,3.0,GDR,2022.0
EMP100676,2.0,GDR,2022.0
EMP100677,3.0,GDR,2022.0
EMP100678,4.0,GDR,2022.0
EMP100679,2.0,GDR,2022.0
EMP100680,,GDR,2022.0
EMP100681,2.0,GDR,2022.0
EMP100682,4.0,GDR,2022.0
EMP100683,1.0,GDR,2022.0
EMP100684,1.0,GDR,2022.0
EMP100685,4.0,GDR,2022.0
EMP100686,4.0,GDR,2022.0
EMP100687,4.0,GDR,2022.0
EMP100688,4.0,GDR,2022.0
EMP100689,3.0,GDR,2022.0
EMP100690,2.0,GDR,2022.0
EMP100691,3.0,GDR,2022.0
EMP100692,4.0,GDR,2022.0
EMP100693,3.0,GDR,2022.0
EMP100694,5.0,GDR,2022.0
EMP100695,3.0,GDR,2022.0
EMP100696,1.0,GDR,2022.0
EMP100697,3.0,GDR,2022.0
EMP100698,3.0,GDR,2022.0
EMP100699,5.0,GDR,2022.0
EMP100700,,GDR,2022.0
EMP100701,,GDR,2022.0
EMP100702,4.0,GDR,2022.0
EMP100703,4.0,GDR,2022.0
EMP100704,1.0,GDR,2022.0
EMP100705,2.0,GDR,2022.0
EMP100706,4.0,GDR,2022.0
EMP100707,4.0,GDR,2022.0
EMP100708,2.0,GDR,2022.0
EMP100709,3.0,GDR,2022.0
EMP100710,4.0,GDR,2022.0
EMP100711,2.0,GDR,2022.0
EMP100712,1.0,GDR,2022.0
EMP100713,4.0,GDR,2022.0
EMP100714,2.0,GDR,2022.0
EMP100715,5.0,GDR,2022.0
EMP100716,4.0,GDR,2022.0
EMP100717,1.0,GDR,2022.0
EMP100718,,GDR,2022.0
EMP100719,3.0,GDR,2022.0
EMP100720,3.0,GDR,2022.0
EMP100721,4.0,GDR,2022.0
EMP100722,3.0,GDR,2022.0
EMP100723,2.0,GDR,2022.0
EMP100724,2.0,GDR,2022.0
EMP100725,4.0,GDR,2022.0
EMP100726,2.0,GDR,2022.0
EMP100727,2.0,GDR,2022.0
EMP100728,2.0,GDR,2022.0
EMP100729,2.0,GDR,2022.0
EMP100730,4.0,GDR,2022.0
EMP100731,4.0,GDR,2022.0
EMP100732,2.0,GDR,2022.0
EMP100733,5.0,GDR,2022.0
EMP100734,2.0,GDR,2022.0
EMP100735,1.0,GDR,2022.0
EMP100736,1.0,GDR,2022.0
EMP100737,4.0,GDR,2022.0
EMP100738,1.0,GDR,2022.0
EMP100739,4.0,GDR,2022.0
EMP100740,2.0,GDR,2022.0
EMP100741,4.0,GDR,2022.0
EMP100742,3.0,GDR,2022.0
EMP100743,3.0,GDR,2022.0
EMP100744,3.0,GDR,2022.0
EMP100745,3.0,GDR,2022.0
EMP100746,2.0,GDR,2022.0
EMP100747,3.0,GDR,2022.0
EMP100748,5.0,GDR,2022.0
EMP100749,4.0,GDR,2022.0
EMP100750,4.0,GDR,2022.0
EMP100751,2.0,GDR,2022.0
EMP100752,4.0,GDR,2022.0
EMP100753,1.0,GDR,2022.0
EMP100754,4.0,GDR,2022.0
EMP100755,2.0,GDR,2022.0
EMP100756,3.0,GDR,2022.0
EMP100757,3.0,GDR,2022.0
EMP100758,2.0,GDR,2022.0
EMP100759,2.0,GDR,2022.0
EMP100760,2.0,GDR,2022.0
EMP100761,4.0,GDR,2022.0
EMP100762,4.0,GDR,2022.0
EMP100763,,GDR,2022.0
EMP100764,4.0,GDR,2022.0
EMP100765,3.0,GDR,2022.0
EMP100766,4.0,GDR,2022.0
EMP100767,4.0,GDR,2022.0
EMP100768,,GDR,2022.0
EMP100769,2.0,GDR,2022.0
EMP100770,3.0,GDR,2022.0
EMP100771,4.0,GDR,2022.0
EMP100772,,GDR,2022.0
EMP100773,3.0,GDR,2022.0
EMP100774,1.0,GDR,2022.0
EMP100775,3.0,GDR,2022.0
EMP100776,3.0,GDR,2022.0
EMP100777,1.0,GDR,2022.0
EMP100778,3.0,GDR,2022.0
EMP100779,2.0,GDR,2022.0
EMP100780,4.0,GDR,2022.0
EMP100781,,GDR,2022.0
EMP100782,2.0,GDR,2022.0
EMP100783,3.0,GDR,2022.0
EMP100784,3.0,GDR,2022.0
EMP100785,3.0,GDR,2022.0
EMP100786,2.0,GDR,2022.0
EMP100787,4.0,GDR,2022.0
EMP100788,,GDR,2022.0
EMP100789,4.0,GDR,2022.0
EMP100790,1.0,GDR,2022.0
EMP100791,3.0,GDR,2022.0
EMP100792,2.0,GDR,2022.0
EMP100793,0.0,GDR,2022.0
EMP100794,3.0,GDR,2022.0
EMP100795,3.0,GDR,2022.0
EMP100796,2.0,GDR,2022.0
EMP100797,2.0,GDR,2022.0
EMP100798,3.0,GDR,2022.0
EMP100799,5.0,GDR,2022.0
EMP100800,3.0,GDR,2022.0
EMP100801,3.0,GDR,2022.0
EMP100802,,GDR,2022.0
EMP100803,3.0,GDR,2022.0
EMP100804,3.0,GDR,2022.0
EMP100805,2.0,GDR,2022.0
EMP100806,4.0,GDR,2022.0
EMP100807,4.0,GDR,2022.0
EMP100808,3.0,GDR,2022.0
EMP100809,5.0,GDR,2022.0
EMP100810,1.0,GDR,2022.0
EMP100811,4.0,GDR,2022.0
EMP100812,5.0,GDR,2022.0
EMP100813,2.0,GDR,2022.0
EMP100814,3.0,GDR,2022.0
EMP100815,2.0,GDR,2022.0
EMP100816,3.0,GDR,2022.0
EMP100817,,GDR,2022.0
EMP100818,5.0,GDR,2022.0
EMP100819,4.0,GDR,2022.0
EMP100820,5.0,GDR,2022.0
EMP100821,5.0,GDR,2022.0
EMP100822,,GDR,2022.0
EMP100823,4.0,GDR,2022.0
EMP100824,4.0,GDR,2022.0
EMP100825,3.0,GDR,2022.0
EMP100826,4.0,GDR,2022.0
EMP100827,3.0,GDR,2022.0
EMP100828,3.0,GDR,2022.0
EMP100829,5.0,GDR,2022.0
EMP100830,3.0,GDR,2022.0
EMP100831,2.0,GDR,2022.0
EMP100832,5.0,GDR,2022.0
EMP100833,5.0,GDR,2022.0
EMP100834,4.0,GDR,2022.0
EMP100835,4.0,GDR,2022.0
EMP100836,4.0,GDR,2022.0
EMP100837,4.0,GDR,2022.0
EMP100838,5.0,GDR,2022.0
EMP100839,4.0,GDR,2022.0
EMP100840,,GDR,2022.0
EMP100841,2.0,GDR,2022.0
EMP100842,2.0,GDR,2022.0
EMP100843,4.0,GDR,2022.0
EMP100844,3.0,GDR,2022.0
EMP100845,4.0,GDR,2022.0
EMP100846,1.0,GDR,2022.0
EMP100847,4.0,GDR,2022.0
EMP100848,2.0,GDR,2022.0
EMP100849,4.0,GDR,2022.0
EMP100850,5.0,GDR,2022.0
EMP100851,1.0,GDR,2022.0
EMP100852,2.0,GDR,2022.0
EMP100853,2.0,GDR,2022.0
EMP100854,4.0,GDR,2022.0
EMP100855,2.0,GDR,2022.0
EMP100856,4.0,GDR,2022.0
EMP100857,2.0,GDR,2022.0
EMP100858,,GDR,2022.0
EMP100859,3.0,GDR,2022.0
EMP100860,3.0,GDR,2022.0
EMP100861,0.0,GDR,2022.0
EMP100862,4.0,GDR,2022.0
EMP100863,5.0,GDR,2022.0
EMP100864,4.0,GDR,2022.0
EMP100865,5.0,GDR,2022.0
EMP100866,2.0,GDR,2022.0
EMP100867,2.0,GDR,2022.0
EMP100868,2.0,GDR,2022.0
EMP100869,5.0,GDR,2022.0
EMP100870,1.0,GDR,2022.0
EMP100871,3.0,GDR,2022.0
EMP100872,2.0,GDR,2022.0
EMP100873,3.0,GDR,2022.0
EMP100874,3.0,GDR,2022.0
EMP100875,3.0,GDR,2022.0
EMP100876,4.0,GDR,2022.0
EMP100877,3.0,GDR,2022.0
EMP100878,5.0,GDR,2022.0
EMP100879,2.0,GDR,2022.0
EMP100880,2.0,GDR,2022.0
EMP100881,3.0,GDR,2022.0
EMP100882,1.0,GDR,2022.0
EMP100883,2.0,GDR,2022.0
EMP100884,5.0,GDR,2022.0
EMP100885,5.0,GDR,2022.0
EMP100886,4.0,GDR,2022.0
EMP100887,2.0,GDR,2022.0
EMP100888,4.0,GDR,2022.0
EMP100889,4.0,GDR,2022.0
EMP100890,2.0,GDR,2022.0
EMP100891,4.0,GDR,2022.0
EMP100892,3.0,GDR,2022.0
EMP100893,2.0,GDR,2022.0
EMP100894,2.0,GDR,2022.0
EMP100895,5.0,GDR,2022.0
EMP100896,4.0,GDR,2022.0
EMP100897,4.0,GDR,2022.0
EMP100898,3.0,GDR,2022.0
EMP100899,5.0,GDR,2022.0
EMP100900,4.0,GDR,2022.0
EMP100901,4.0,GDR,2022.0
EMP100902,4.0,GDR,2022.0
EMP100903,3.0,GDR,2022.0
EMP100904,,GDR,2022.0
EMP100905,4.0,GDR,2022.0
EMP100906,3.0,GDR,2022.0
EMP100907,2.0,GDR,2022.0
EMP100908,3.0,GDR,2022.0
EMP100909,5.0,GDR,2022.0
EMP100910,5.0,GDR,2022.0
EMP100911,3.0,GDR,2022.0
EMP100912,4.0,GDR,2022.0
EMP100913,3.0,GDR,2022.0
EMP100914,3.0,GDR,2022.0
EMP100915,3.0,GDR,2022.0
EMP100916,1.0,GDR,2022.0
EMP100917,3.0,GDR,2022.0
EMP100918,4.0,GDR,2022.0
EMP100919,4.0,GDR,2022.0
EMP100920,4.0,GDR,2022.0
EMP100921,4.0,GDR,2022.0
EMP100922,4.0,GDR,2022.0
EMP100923,1.0,GDR,2022.0
EMP100924,4.0,GDR,2022.0
EMP100925,4.0,GDR,2022.0
EMP100926,3.0,GDR,2022.0
EMP100927,5.0,GDR,2022.0
EMP100928,5.0,GDR,2022.0
EMP100929,,GDR,2022.0
EMP100930,4.0,GDR,2022.0
EMP100931,4.0,GDR,2022.0
EMP100932,3.0,GDR,2022.0
EMP100933,2.0,GDR,2022.0
EMP100934,1.0,GDR,2022.0
EMP100935,2.0,GDR,2022.0
EMP100936,5.0,GDR,2022.0
EMP100937,,GDR,2022.0
EMP100938,2.0,GDR,2022.0
EMP100939,2.0,GDR,2022.0
EMP100940,4.0,GDR,2022.0
EMP100941,3.0,GDR,2022.0
EMP100942,1.0,GDR,2022.0
EMP100943,5.0,GDR,2022.0
EMP100944,2.0,GDR,2022.0
EMP100945,3.0,GDR,2022.0
EMP100946,3.0,GDR,2022.0
EMP100947,3.0,GDR,2022.0
EMP100948,4.0,GDR,2022.0
EMP100949,4.0,GDR,2022.0
EMP100950,1.0,GDR,2022.0
EMP100951,4.0,GDR,2022.0
EMP100952,3.0,GDR,2022.0
EMP100953,4.0,GDR,2022.0
EMP100954,4.0,GDR,2022.0
EMP100955,3.0,GDR,2022.0
EMP100956,2.0,GDR,2022.0
EMP100957,3.0,GDR,2022.0
EMP100958,2.0,GDR,2022.0
EMP100959,4.0,GDR,2022.0
EMP100960,4.0,GDR,2022.0
EMP100961,4.0,GDR,2022.0
EMP100962,,GDR,2022.0
EMP100963,,GDR,2022.0
EMP100964,3.0,GDR,2022.0
EMP100965,3.0,GDR,2022.0
EMP100966,3.0,GDR,2022.0
EMP100967,4.0,GDR,2022.0
EMP100968,3.0,GDR,2022.0
EMP100969,3.0,GDR,2022.0
EMP100970,2.0,GDR,2022.0
EMP100971,3.0,GDR,2022.0
EMP100972,4.0,GDR,2022.0
EMP100973,2.0,GDR,2022.0
EMP100974,3.0,GDR,2022.0
EMP100975,4.0,GDR,2022.0
EMP100976,3.0,GDR,2022.0
EMP100977,1.0,GDR,2022.0
EMP100978,,GDR,2022.0
EMP100979,2.0,GDR,2022.0
EMP100980,1.0,GDR,2022.0
EMP100981,3.0,GDR,2022.0
EMP100982,4.0,GDR,2022.0
EMP100983,1.0,GDR,2022.0
EMP100984,5.0,GDR,2022.0
EMP100985,4.0,GDR,2022.0
EMP100986,2.0,GDR,2022.0
EMP100987,3.0,GDR,2022.0
EMP100988,2.0,GDR,2022.0
EMP100989,5.0,GDR,2022.0
EMP100990,3.0,GDR,2022.0
EMP100991,3.0,GDR,2022.0
EMP100992,3.0,GDR,2022.0
EMP100993,99.0,GDR,2022.0
EMP100994,5.0,GDR,2022.0
EMP100995,3.0,GDR,2022.0
EMP100996,1.0,GDR,2022.0
EMP100997,5.0,GDR,2022.0
EMP100998,3.0,GDR,2022.0
EMP100999,4.0,GDR,2022.0
EMP101000,4.0,GDR,2022.0
EMP101001,2.0,GDR,2022.0
EMP101002,3.0,GDR,2022.0
EMP101003,5.0,GDR,2022.0
EMP101004,4.0,GDR,2022.0
EMP101005,2.0,GDR,2022.0
EMP101006,4.0,GDR,2022.0
EMP101007,3.0,GDR,2022.0
EMP101008,4.0,GDR,2022.0
EMP101009,3.0,GDR,2022.0
EMP101010,4.0,GDR,2022.0
EMP101011,5.0,GDR,2022.0
EMP101012,3.0,GDR,2022.0
EMP101013,2.0,GDR,2022.0
EMP101014,5.0,GDR,2022.0
EMP101015,4.0,GDR,2022.0
EMP101016,,GDR,2022.0
EMP101017,4.0,GDR,2022.0
EMP101018,3.0,GDR,2022.0
EMP101019,,GDR,2022.0
EMP101020,4.0,GDR,2022.0
EMP101021,2.0,GDR,2022.0
EMP101022,3.0,GDR,2022.0
EMP101023,1.0,GDR,2022.0
EMP101024,4.0,GDR,2022.0
EMP101025,2.0,GDR,2022.0
EMP101026,3.0,GDR,2022.0
EMP101027,3.0,GDR,2022.0
EMP101028,4.0,GDR,2022.0
EMP101029,2.0,GDR,2022.0
EMP101030,4.0,GDR,2022.0
EMP101031,3.0,GDR,2022.0
EMP101032,4.0,GDR,2022.0
EMP101033,5.0,GDR,2022.0
EMP101034,2.0,GDR,2022.0
EMP101035,3.0,GDR,2022.0
EMP101036,3.0,GDR,2022.0
EMP101037,2.0,GDR,2022.0
EMP101038,4.0,GDR,2022.0
EMP101039,4.0,GDR,2022.0
EMP101040,2.0,GDR,2022.0
EMP101041,4.0,GDR,2022.0
EMP101042,3.0,GDR,2022.0
EMP101043,1.0,GDR,2022.0
EMP101044,5.0,GDR,2022.0
EMP101045,4.0,GDR,2022.0
EMP101046,3.0,GDR,2022.0
EMP101047,5.0,GDR,2022.0
EMP101048,3.0,GDR,2022.0
EMP101049,4.0,GDR,2022.0
EMP101050,4.0,GDR,2022.0
EMP101051,3.0,GDR,2022.0
EMP101052,3.0,GDR,2022.0
EMP101053,1.0,GDR,2022.0
EMP101054,4.0,GDR,2022.0
EMP101055,4.0,GDR,2022.0
EMP101056,1.0,GDR,2022.0
EMP101057,3.0,GDR,2022.0
EMP101058,4.0,GDR,2022.0
EMP101059,,GDR,2022.0
EMP101060,5.0,GDR,2022.0
EMP101061,,GDR,2022.0
EMP101062,3.0,GDR,2022.0
EMP101063,4.0,GDR,2022.0
EMP101064,5.0,GDR,2022.0
EMP101065,3.0,GDR,2022.0
EMP101066,4.0,GDR,2022.0
EMP101067,5.0,GDR,2022.0
EMP101068,1.0,GDR,2022.0
EMP101069,3.0,GDR,2022.0
EMP101070,4.0,GDR,2022.0
EMP101071,3.0,GDR,2022.0
EMP101072,2.0,GDR,2022.0
EMP101073,3.0,GDR,2022.0
EMP101074,3.0,GDR,2022.0
EMP101075,4.0,GDR,2022.0
EMP101076,4.0,GDR,2022.0
EMP101077,2.0,GDR,2022.0
EMP101078,4.0,GDR,2022.0
EMP101079,4.0,GDR,2022.0
EMP101080,,GDR,2022.0
EMP101081,,GDR,2022.0
EMP101082,,GDR,2022.0
EMP101083,4.0,GDR,2022.0
EMP101084,2.0,GDR,2022.0
EMP101085,2.0,GDR,2022.0
EMP101086,3.0,GDR,2022.0
EMP101087,3.0,GDR,2022.0
EMP101088,3.0,GDR,2022.0
EMP101089,,GDR,2022.0
EMP101090,2.0,GDR,2022.0
EMP101091,3.0,GDR,2022.0
EMP101092,4.0,GDR,2022.0
EMP101093,3.0,GDR,2022.0
EMP101094,5.0,GDR,2022.0
EMP101095,4.0,GDR,2022.0
EMP101096,4.0,GDR,2022.0
EMP101097,5.0,GDR,2022.0
EMP101098,1.0,GDR,2022.0
EMP101099,5.0,GDR,2022.0
EMP101100,1.0,GDR,2022.0
EMP101101,3.0,GDR,2022.0
EMP101102,,GDR,2022.0
EMP101103,3.0,GDR,2022.0
EMP101104,4.0,GDR,2022.0
EMP101105,4.0,GDR,2022.0
EMP101106,4.0,GDR,2022.0
EMP101107,4.0,GDR,2022.0
EMP101108,5.0,GDR,2022.0
EMP101109,,GDR,2022.0
EMP101110,3.0,GDR,2022.0
EMP101111,5.0,GDR,2022.0
EMP101112,3.0,GDR,2022.0
EMP101113,2.0,GDR,2022.0
EMP101114,4.0,GDR,2022.0
EMP101115,4.0,GDR,2022.0
EMP101116,,GDR,2022.0
EMP101117,4.0,GDR,2022.0
EMP101118,3.0,GDR,2022.0
EMP101119,,GDR,2022.0
EMP101120,4.0,GDR,2022.0
EMP101121,4.0,GDR,2022.0
EMP101122,4.0,GDR,2022.0
EMP101123,2.0,GDR,2022.0
EMP101124,1.0,GDR,2022.0
EMP101125,3.0,GDR,2022.0
EMP101126,1.0,GDR,2022.0
EMP101127,3.0,GDR,2022.0
EMP101128,2.0,GDR,2022.0
EMP101129,3.0,GDR,2022.0
EMP101130,3.0,GDR,2022.0
EMP101131,4.0,GDR,2022.0
EMP101132,2.0,GDR,2022.0
EMP101133,5.0,GDR,2022.0
EMP101134,4.0,GDR,2022.0
EMP101135,2.0,GDR,2022.0
EMP101136,2.0,GDR,2022.0
EMP101137,2.0,GDR,2022.0
EMP101138,2.0,GDR,2022.0
EMP101139,2.0,GDR,2022.0
EMP101140,4.0,GDR,2022.0
EMP101141,2.0,GDR,2022.0
EMP101142,3.0,GDR,2022.0
EMP101143,3.0,GDR,2022.0
EMP101144,4.0,GDR,2022.0
EMP101145,4.0,GDR,2022.0
EMP101146,4.0,GDR,2022.0
EMP101147,,GDR,2022.0
EMP101148,2.0,GDR,2022.0
EMP101149,3.0,GDR,2022.0
EMP101150,3.0,GDR,2022.0
EMP101151,5.0,GDR,2022.0
EMP101152,3.0,GDR,2022.0
EMP101153,4.0,GDR,2022.0
EMP101154,2.0,GDR,2022.0
EMP101155,5.0,GDR,2022.0
EMP101156,2.0,GDR,2022.0
EMP101157,5.0,GDR,2022.0
EMP101158,4.0,GDR,2022.0
EMP101159,4.0,GDR,2022.0
EMP101160,3.0,GDR,2022.0
EMP101161,3.0,GDR,2022.0
EMP101162,3.0,GDR,2022.0
EMP101163,2.0,GDR,2022.0
EMP101164,4.0,GDR,2022.0
EMP101165,3.0,GDR,2022.0
EMP101166,4.0,GDR,2022.0
EMP101167,3.0,GDR,2022.0
EMP101168,3.0,GDR,2022.0
EMP101169,3.0,GDR,2022.0
EMP101170,5.0,GDR,2022.0
EMP101171,4.0,GDR,2022.0
EMP101172,4.0,GDR,2022.0
EMP101173,3.0,GDR,2022.0
EMP101174,5.0,GDR,2022.0
EMP101175,4.0,GDR,2022.0
EMP101176,3.0,GDR,2022.0
EMP101177,3.0,GDR,2022.0
EMP101178,2.0,GDR,2022.0
EMP101179,3.0,GDR,2022.0
EMP101180,5.0,GDR,2022.0
EMP101181,,GDR,2022.0
EMP101182,1.0,GDR,2022.0
EMP101183,2.0,GDR,2022.0
EMP101184,1.0,GDR,2022.0
EMP101185,4.0,GDR,2022.0
EMP101186,3.0,GDR,2022.0
EMP101187,3.0,GDR,2022.0
EMP101188,2.0,GDR,2022.0
EMP101189,1.0,GDR,2022.0
EMP101190,3.0,GDR,2022.0
EMP101191,1.0,GDR,2022.0
EMP101192,2.0,GDR,2022.0
EMP101193,4.0,GDR,2022.0
EMP101194,3.0,GDR,2022.0
EMP101195,4.0,GDR,2022.0
EMP101196,4.0,GDR,2022.0
EMP101197,3.0,GDR,2022.0
EMP101198,5.0,GDR,2022.0
EMP101199,4.0,GDR,2022.0
EMP101200,1.0,GDR,2022.0
EMP101201,4.0,GDR,2022.0
EMP101202,5.0,GDR,2022.0
EMP101203,2.0,GDR,2022.0
EMP101204,4.0,GDR,2022.0
EMP101205,1.0,GDR,2022.0
EMP101206,4.0,GDR,2022.0
EMP101207,5.0,GDR,2022.0
EMP101208,4.0,GDR,2022.0
EMP101209,3.0,GDR,2022.0
EMP101210,3.0,GDR,2022.0
EMP101211,4.0,GDR,2022.0
EMP101212,2.0,GDR,2022.0
EMP101213,4.0,GDR,2022.0
EMP101214,3.0,GDR,2022.0
EMP101215,4.0,GDR,2022.0
EMP101216,1.0,GDR,2022.0
EMP101217,,GDR,2022.0
EMP101218,4.0,GDR,2022.0
EMP101219,3.0,GDR,2022.0
EMP101220,4.0,GDR,2022.0
EMP101221,2.0,GDR,2022.0
EMP101222,2.0,GDR,2022.0
EMP101223,,GDR,2022.0
EMP101224,3.0,GDR,2022.0
EMP101225,5.0,GDR,2022.0
EMP101226,3.0,GDR,2022.0
EMP101227,,GDR,2022.0
